TimeStamp,WashingMachine_Power,Heater_Power,AC_Power,VehicleCharger_Power,VacuumCleaner_Power
12/29/2023 19:09,0.1023,0.0579,0.9612,0.0213,0.0421
12/29/2023 19:10,0.1001,0.0579,0.9725,0.0214,0.0418
12/29/2023 19:11,0.1041,0.0581,0.9734,0.0215,0.0417
12/29/2023 19:12,0.1039,0.0578,0.9782,0.0215,0.0417
12/29/2023 19:13,0.0974,0.0574,0.9762,0.0213,0.0415
12/29/2023 19:14,0.1045,0.0575,0.8129,0.0215,0.0415
12/29/2023 19:15,0.1046,0.0576,0.0142,0.0215,0.0416
12/29/2023 19:16,0.0476,0.0573,0.0143,0.0234,0.0418
12/29/2023 19:17,0.0287,0.0573,0.0138,0.023,0.044
12/29/2023 19:18,0.0298,0.0574,0.0138,0.0142,0.0438
12/29/2023 19:19,0.027,0.0572,0.0127,0.0144,0.0423
12/29/2023 19:20,0.0263,0.0581,0.4289,0.0144,0.0412
12/29/2023 19:21,0.0297,0.0575,0.9554,0.0143,0.0414
12/29/2023 19:22,0.0292,0.0575,0.9609,0.0143,0.0416
12/29/2023 19:23,0.0244,0.0578,0.9701,0.0143,0.0416
12/29/2023 19:24,0.0301,0.0572,0.9687,0.0163,0.042
12/29/2023 19:25,0.0298,0.0568,0.9721,0.0144,0.0426
12/29/2023 19:26,0.0253,0.0568,0.9761,0.018,0.042
12/29/2023 19:27,0.0279,0.0569,0.0172,0.0173,0.0425
12/29/2023 19:28,0.0298,0.0571,0.0154,0.0143,0.0422
12/29/2023 19:29,0.0276,0.0572,0.015,0.0143,0.0413
12/29/2023 19:30,0.0255,0.0574,0.015,0.0144,0.0414
12/29/2023 19:31,0.0298,0.0544,0.0143,0.0142,0.0418
12/29/2023 19:32,0.0303,0.0575,0.0138,0.0144,0.041
12/29/2023 19:33,0.0234,0.0572,0.5661,0.0143,0.0415
12/29/2023 19:34,0.0303,0.0573,0.9581,0.0144,0.0419
12/29/2023 19:35,0.0297,0.0572,0.9608,0.0144,0.041
12/29/2023 19:36,0.0253,0.0572,0.9744,0.0223,0.0425
12/29/2023 19:37,0.0281,0.0571,0.9725,0.0216,0.0454
12/29/2023 19:38,0.0299,0.0573,0.9699,0.0214,0.0503
12/29/2023 19:39,0.0274,0.0573,0.9688,0.0216,0.046
12/29/2023 19:40,0.0265,0.0569,0.0175,0.0213,0.0418
12/29/2023 19:41,0.0293,0.0569,0.0149,0.0213,0.0415
12/29/2023 19:42,0.0292,0.0571,0.0152,0.0214,0.0417
12/29/2023 19:43,0.0243,0.0576,0.9597,0.0216,0.0417
12/29/2023 19:44,0.0302,0.0577,0.9678,0.0215,0.0476
12/29/2023 19:45,0.0297,0.058,0.9704,0.0214,0.0461
12/29/2023 19:46,0.0258,0.0573,0.9758,0.0215,0.0435
12/29/2023 19:47,0.0275,0.0574,0.9702,0.0215,0.0423
12/29/2023 19:48,0.0295,0.0577,0.9684,0.0214,0.0417
12/29/2023 19:49,0.0279,0.0575,0.3422,0.0214,0.0417
12/29/2023 19:50,0.0261,0.0573,0.0139,0.0213,0.0419
12/29/2023 19:51,0.0293,0.057,0.0138,0.0212,0.0418
12/29/2023 19:52,0.0298,0.0576,0.6379,0.0214,0.0421
12/29/2023 19:53,0.0234,0.0575,0.9556,0.0244,0.0416
12/29/2023 19:54,0.0299,0.0575,0.961,0.0232,0.0416
12/29/2023 19:55,0.0296,0.0573,0.9722,0.0212,0.0429
12/29/2023 19:56,0.0254,0.0571,0.9732,0.0215,0.0418
12/29/2023 19:57,0.0286,0.0573,0.9744,0.0217,0.0416
12/29/2023 19:58,0.0293,0.0572,0.5011,0.0183,0.0417
12/29/2023 19:59,0.0276,0.0572,0.015,0.0182,0.0428
12/29/2023 20:00,0.0261,0.0572,0.0147,0.0143,0.0425
12/29/2023 20:01,0.0297,0.0572,0.4908,0.0144,0.0414
12/29/2023 20:02,0.0296,0.0575,0.9579,0.0144,0.0414
12/29/2023 20:03,0.0238,0.0574,0.9603,0.0145,0.0414
12/29/2023 20:04,0.0296,0.0577,0.9676,0.0144,0.0416
12/29/2023 20:05,0.0301,0.0574,0.9704,0.0142,0.0417
12/29/2023 20:06,0.0263,0.0577,0.9665,0.0104,0.0417
12/29/2023 20:07,0.0284,0.0577,0.8182,0.0093,0.0418
12/29/2023 20:08,0.0288,0.0572,0.0151,0.0113,0.0419
12/29/2023 20:09,0.0279,0.0573,0.0142,0.0074,0.0417
12/29/2023 20:10,0.0251,0.0572,0.0141,0.0075,0.0419
12/29/2023 20:11,0.0304,0.0572,0.014,0.0076,0.0418
12/29/2023 20:12,0.0298,0.0569,0.0147,0.0075,0.0418
12/29/2023 20:13,0.0236,0.0571,0.5711,0.0075,0.0418
12/29/2023 20:14,0.0292,0.0573,0.9588,0.0075,0.0417
12/29/2023 20:15,0.0304,0.0514,0.9623,0.0075,0.0416
12/29/2023 20:16,0.0258,0.0574,0.968,0.0075,0.0416
12/29/2023 20:17,0.0288,0.0574,0.9686,0.0075,0.0417
12/29/2023 20:18,0.0289,0.0578,0.9715,0.0077,0.0416
12/29/2023 20:19,0.0285,0.0577,0.824,0.0075,0.0417
12/29/2023 20:20,0.0241,0.0576,0.0152,0.0074,0.0418
12/29/2023 20:21,0.0308,0.0575,0.0151,0.0074,0.0416
12/29/2023 20:22,0.0301,0.0573,0.0147,0.0074,0.0417
12/29/2023 20:23,0.024,0.0574,0.0147,0.0075,0.0422
12/29/2023 20:24,0.029,0.0573,0.0145,0.0073,0.0421
12/29/2023 20:25,0.0298,0.0574,0.0146,0.0075,0.0419
12/29/2023 20:26,0.0263,0.0572,0.6182,0.0074,0.0418
12/29/2023 20:27,0.0277,0.0571,0.9533,0.0075,0.0418
12/29/2023 20:28,0.0291,0.057,0.9551,0.0074,0.0418
12/29/2023 20:29,0.028,0.057,0.9672,0.0074,0.0418
12/29/2023 20:30,0.024,0.0572,0.9658,0.0076,0.0418
12/29/2023 20:31,0.0312,0.0574,0.963,0.0075,0.0418
12/29/2023 20:32,0.03,0.057,0.6598,0.0076,0.0418
12/29/2023 20:33,0.0238,0.0565,0.016,0.0077,0.0417
12/29/2023 20:34,0.0291,0.0566,0.0159,0.0075,0.0416
12/29/2023 20:35,0.0296,0.0566,0.0155,0.0076,0.0418
12/29/2023 20:36,0.0261,0.0568,0.0155,0.0074,0.0417
12/29/2023 20:37,0.0275,0.0567,0.016,0.0075,0.0417
12/29/2023 20:38,0.0296,0.0567,0.0151,0.0073,0.0418
12/29/2023 20:39,0.0292,0.057,0.2797,0.0076,0.0418
12/29/2023 20:40,0.023,0.0572,0.9447,0.0076,0.0417
12/29/2023 20:41,0.0315,0.0574,0.9527,0.0075,0.0418
12/29/2023 20:42,0.0298,0.0572,0.9615,0.0094,0.0419
12/29/2023 20:43,0.0243,0.0573,0.9653,0.0094,0.0419
12/29/2023 20:44,0.0286,0.057,0.9648,0.0112,0.0422
12/29/2023 20:45,0.0299,0.0572,0.9632,0.0074,0.0428
12/29/2023 20:46,0.0267,0.0569,0.189,0.0073,0.0428
12/29/2023 20:47,0.0263,0.057,0.0163,0.0075,0.0423
12/29/2023 20:48,0.0303,0.057,0.0154,0.0073,0.0419
12/29/2023 20:49,0.0283,0.057,0.7827,0.0075,0.0421
12/29/2023 20:50,0.0245,0.0573,0.9604,0.0074,0.0433
12/29/2023 20:51,0.0317,0.0572,0.9656,0.0075,0.0421
12/29/2023 20:52,0.0298,0.0575,0.9809,0.0074,0.0429
12/29/2023 20:53,0.0242,0.0574,0.9744,0.0075,0.0422
12/29/2023 20:54,0.029,0.0577,0.9705,0.0075,0.0422
12/29/2023 20:55,0.0297,0.0568,0.5053,0.0101,0.0421
12/29/2023 20:56,0.0265,0.0565,0.0154,0.0088,0.0421
12/29/2023 20:57,0.0257,0.0565,0.0159,0.0073,0.0419
12/29/2023 20:58,0.0301,0.0565,0.0148,0.0067,0.0419
12/29/2023 20:59,0.0295,0.0566,0.0152,0.0101,0.0421
12/29/2023 21:00,0.0232,0.0567,0.0148,0.0075,0.0423
12/29/2023 21:01,0.0303,0.0568,0.5099,0.0106,0.0423
12/29/2023 21:02,0.0297,0.057,0.9508,0.0093,0.0424
12/29/2023 21:03,0.0245,0.0568,0.9562,0.015,0.0422
12/29/2023 21:04,0.0282,0.0568,0.9753,0.0156,0.0418
12/29/2023 21:05,0.0301,0.0323,0.9769,0.0147,0.0424
12/29/2023 21:06,0.0266,0,0.9768,0.0146,0.0423
12/29/2023 21:07,0.0257,0,0.8274,0.0147,0.0423
12/29/2023 21:08,0.0301,0,0.0163,0.0183,0.0433
12/29/2023 21:09,0.0285,0,0.0157,0.0146,0.0424
12/29/2023 21:10,0.0243,0,0.0154,0.0148,0.0421
12/29/2023 21:11,0.0304,0,0.0155,0.0166,0.0425
12/29/2023 21:12,0.0295,0,0.557,0.0146,0.0424
12/29/2023 21:13,0.0246,0,0.9524,0.0146,0.0421
12/29/2023 21:14,0.0277,0,0.9527,0.0145,0.0419
12/29/2023 21:15,0.0301,0,0.9666,0.0147,0.0419
12/29/2023 21:16,0.0269,0,0.9668,0.0146,0.042
12/29/2023 21:17,0.0255,0,0.9698,0.0144,0.0422
12/29/2023 21:18,0.017,0,0.8222,0.0195,0.0419
12/29/2023 21:19,0.0162,0,0.0158,0.0202,0.042
12/29/2023 21:20,0.0636,0,0.0149,0.0094,0.0434
12/29/2023 21:21,0.0967,0,0.0152,0.0075,0.0418
12/29/2023 21:22,0.0963,0,0.0148,0.0075,0.0417
12/29/2023 21:23,0.0958,0,0.0152,0.0075,0.0418
12/29/2023 21:24,0.0956,0,0.0148,0.0075,0.0423
12/29/2023 21:25,0.0952,0,0.0147,0.0076,0.0423
12/29/2023 21:26,0.0948,0,0.0152,0.0075,0.0422
12/29/2023 21:27,0.0938,0,0.0158,0.0075,0.0425
12/29/2023 21:28,0.0939,0,0.0156,0.0146,0.042
12/29/2023 21:29,0.0946,0,0.016,0.0145,0.0422
12/29/2023 21:30,0.0942,0,0.0159,0.0139,0.0433
12/29/2023 21:31,0.0938,0,0.4846,0.0082,0.0425
12/29/2023 21:32,0.0935,0,0.9517,0.0076,0.0426
12/29/2023 21:33,0.0935,0,0.9614,0.0075,0.0421
12/29/2023 21:34,0.0937,0,0.9662,0.0076,0.0422
12/29/2023 21:35,0.0935,0,0.9704,0.0076,0.0475
12/29/2023 21:36,0.0934,0,0.9684,0.0074,0.0479
12/29/2023 21:37,0.0935,0,0.8273,0.0075,0.0453
12/29/2023 21:38,0.0935,0,0.0154,0.0074,0.0488
12/29/2023 21:39,0.0933,0,0.0156,0.0076,0.0432
12/29/2023 21:40,0.0931,0,0.0153,0.0076,0.0422
12/29/2023 21:41,0.093,0,0.0149,0.0076,0.0436
12/29/2023 21:42,0.0929,0,0.0151,0.0076,0.0421
12/29/2023 21:43,0.0928,0,0.0153,0.0075,0.0429
12/29/2023 21:44,0.0926,0,0.0153,0.0074,0.043
12/29/2023 21:45,0.0927,0,0.0156,0.0086,0.049
12/29/2023 21:46,0.0214,0,0.0165,0.005,0.0419
12/29/2023 21:47,0.0162,0,0.0159,0.0053,0.0412
12/29/2023 21:48,0.0162,0,0.0161,0.0078,0.0418
12/29/2023 21:49,0.0165,0,0.6202,0.0078,0.042
12/29/2023 21:50,0.0163,0,0.9593,0.0049,0.0429
12/29/2023 21:51,0.0163,0,0.9597,0,0.0421
12/29/2023 21:52,0.0163,0,0.9684,0,0.0417
12/29/2023 21:53,0.0162,0,0.964,0,0.0418
12/29/2023 21:54,0.0162,0,0.9647,0,0.042
12/29/2023 21:55,0.0161,0,0.8269,0,0.0419
12/29/2023 21:56,0.0162,0,0.018,0,0.0429
12/29/2023 21:57,0.0162,0,0.0156,0,0.0496
12/29/2023 21:58,0.0161,0,0.0151,0,0.0474
12/29/2023 21:59,0.016,0,0.0152,0,0.0422
12/29/2023 22:00,0.0162,0,0.0151,0,0.042
12/29/2023 22:01,0.016,0,0.0153,0,0.0463
12/29/2023 22:02,0.0161,0,0.0152,0,0.0485
12/29/2023 22:03,0.0162,0,0.015,0,0.0433
12/29/2023 22:04,0.0162,0,0.0149,0,0.0472
12/29/2023 22:05,0.0163,0,0.0158,0,0.0511
12/29/2023 22:06,0.0163,0,0.016,0,0.0498
12/29/2023 22:07,0.0163,0,0.0162,0,0.042
12/29/2023 22:08,0.0162,0,0.3417,0,0.0422
12/29/2023 22:09,0.0164,0,0.952,0,0.0432
12/29/2023 22:10,0.0163,0,0.9533,0,0.0478
12/29/2023 22:11,0.0163,0,0.9652,0,0.0416
12/29/2023 22:12,0.0161,0,0.9642,0,0.0425
12/29/2023 22:13,0.0162,0,0.9601,0,0.0425
12/29/2023 22:14,0.0161,0,0.9573,0,0.0429
12/29/2023 22:15,0.016,0,0.0365,0,0.0415
12/29/2023 22:16,0.0161,0,0.0154,0,0.043
12/29/2023 22:17,0.0161,0,0.015,0,0.0409
12/29/2023 22:18,0.0161,0,0.015,0,0.0419
12/29/2023 22:19,0.016,0,0.0151,0,0.0422
12/29/2023 22:20,0.0162,0,0.0158,0,0.0426
12/29/2023 22:21,0.0161,0,0.0154,0,0.0441
12/29/2023 22:22,0.0162,0,0.0161,0,0.0512
12/29/2023 22:23,0.0162,0,0.0159,0,0.0503
12/29/2023 22:24,0.0162,0,0.0151,0,0.0472
12/29/2023 22:25,0.0161,0,0.0156,0,0.0429
12/29/2023 22:26,0.0163,0,0.016,0,0.0425
12/29/2023 22:27,0.0163,0,0.0406,0,0.0451
12/29/2023 22:28,0.0163,0,0.9541,0,0.0432
12/29/2023 22:29,0.0162,0,0.9527,0,0.0421
12/29/2023 22:30,0.0162,0,0.9575,0,0.0293
12/29/2023 22:31,0.0162,0,0.9621,0.0026,0.0161
12/29/2023 22:32,0.0162,0,0.9604,0.0021,0.0161
12/29/2023 22:33,0.0162,0,0.957,0.0072,0.0164
12/29/2023 22:34,0.0162,0,0.5069,0.0077,0.0165
12/29/2023 22:35,0.0161,0,0.0159,0.0112,0.0162
12/29/2023 22:36,0.0161,0,0.0152,0.0132,0.0165
12/29/2023 22:37,0.0162,0,0.016,0.0076,0.0165
12/29/2023 22:38,0.0163,0,0.016,0.0075,0.0159
12/29/2023 22:39,0.0163,0,0.0157,0.0077,0.0165
12/29/2023 22:40,0.0161,0,0.0162,0.0076,0.0161
12/29/2023 22:41,0.0162,0,0.0162,0.0075,0.0164
12/29/2023 22:42,0.0163,0,0.0157,0.0076,0.0162
12/29/2023 22:43,0.0162,0,0.0157,0.0074,0.0161
12/29/2023 22:44,0.0162,0,0.0159,0.0075,0.0164
12/29/2023 22:45,0.0163,0,0.0155,0.0076,0.0155
12/29/2023 22:46,0.016,0,0.0153,0.0076,0.0157
12/29/2023 22:47,0.0162,0,0.0155,0.0076,0.0161
12/29/2023 22:48,0.0162,0,0.5634,0.0076,0.0164
12/29/2023 22:49,0.0163,0,0.9418,0.0076,0.0161
12/29/2023 22:50,0.0162,0,0.9447,0.0075,0.0158
12/29/2023 22:51,0.0164,0,0.9592,0.0076,0.0162
12/29/2023 22:52,0.0161,0,0.9569,0.0077,0.015
12/29/2023 22:53,0.0163,0,0.9571,0.0075,0.0156
12/29/2023 22:54,0.0163,0,0.8339,0.0075,0.0156
12/29/2023 22:55,0.0161,0,0.0157,0.0075,0.0164
12/29/2023 22:56,0.0161,0,0.0151,0.0076,0.0147
12/29/2023 22:57,0.016,0,0.0152,0.0071,0.0154
12/29/2023 22:58,0.0161,0,0.0154,0.0075,0.0156
12/29/2023 22:59,0.0161,0,0.0156,0.0075,0.0154
12/29/2023 23:00,0.0163,0,0.0163,0.0095,0.0153
12/29/2023 23:01,0.0161,0,0.0152,0.0076,0.015
12/29/2023 23:02,0.0162,0,0.0166,0.0076,0.0157
12/29/2023 23:03,0.0161,0,0.0155,0.0074,0.0156
12/29/2023 23:04,0.0162,0,0.0161,0.0094,0.0156
12/29/2023 23:05,0.0163,0,0.0162,0.0084,0.0159
12/29/2023 23:06,0.0163,0,0.0157,0.0122,0.0164
12/29/2023 23:07,0.0162,0,0.0157,0.0093,0.0159
12/29/2023 23:08,0.0163,0,0.0156,0.0104,0.0161
12/29/2023 23:09,0.016,0,0.0148,0.0095,0.0159
12/29/2023 23:10,0.0161,0,0.0152,0.0082,0.0159
12/29/2023 23:11,0.0162,0,0.0163,0.0103,0.0151
12/29/2023 23:12,0.0161,0,0.0151,0.0075,0.015
12/29/2023 23:13,0.0161,0,0.0149,0.0075,0.0152
12/29/2023 23:14,0.0162,0,0.0157,0.0114,0.0157
12/29/2023 23:15,0.0162,0,0.0145,0.0108,0.0154
12/29/2023 23:16,0.0161,0,0.0151,0.0111,0.0149
12/29/2023 23:17,0.0162,0,0.0152,0.0033,0.0151
12/29/2023 23:18,0.016,0,0.0152,0,0.0157
12/29/2023 23:19,0.0161,0,0.0155,0,0.016
12/29/2023 23:20,0.016,0,0.0148,0,0.0159
12/29/2023 23:21,0.0161,0,0.0149,0.002,0.0151
12/29/2023 23:22,0.0167,0,0.0152,0.003,0.0151
12/29/2023 23:23,0.0236,0,0.0153,0.0034,0.0151
12/29/2023 23:24,0.0235,0,0.0154,0.0008,0.0163
12/29/2023 23:25,0.0236,0,0.0152,0,0.0161
12/29/2023 23:26,0.0236,0,0.0155,0,0.0165
12/29/2023 23:27,0.0235,0,0.0158,0,0.016
12/29/2023 23:28,0.0234,0,0.0154,0,0.0163
12/29/2023 23:29,0.0235,0,0.0161,0,0.0155
12/29/2023 23:30,0.0234,0,0.0155,0,0.0159
12/29/2023 23:31,0.0235,0,0.0153,0,0.0163
12/29/2023 23:32,0.0233,0,0.0147,0,0.016
12/29/2023 23:33,0.0233,0,0.0146,0,0.0151
12/29/2023 23:34,0.0233,0,0.015,0,0.0157
12/29/2023 23:35,0.0233,0,0.0151,0,0.0157
12/29/2023 23:36,0.0233,0,0.0148,0,0.0154
12/29/2023 23:37,0.0233,0,0.015,0,0.0154
12/29/2023 23:38,0.0233,0,0.0149,0,0.0157
12/29/2023 23:39,0.0232,0,0.0148,0,0.0148
12/29/2023 23:40,0.0234,0,0.015,0,0.0156
12/29/2023 23:41,0.0232,0,0.0147,0,0.0158
12/29/2023 23:42,0.0233,0,0.0152,0,0.0162
12/29/2023 23:43,0.0233,0,0.0148,0,0.0159
12/29/2023 23:44,0.0233,0,0.1668,0,0.0151
12/29/2023 23:45,0.0235,0,0.9466,0,0.0162
12/29/2023 23:46,0.0234,0,0.9455,0,0.0159
12/29/2023 23:47,0.0233,0,0.9534,0,0.0159
12/29/2023 23:48,0.0234,0,0.9566,0,0.0156
12/29/2023 23:49,0.0234,0,0.96,0,0.0159
12/29/2023 23:50,0.0665,0,0.9591,0,0.016
12/29/2023 23:51,0.0674,0,0.2,0.004,0.0163
12/29/2023 23:52,0.0668,0,0.0153,0,0.0162
12/29/2023 23:53,0.0661,0,0.0156,0,0.0148
12/29/2023 23:54,0.0658,0,0.0147,0,0.0145
12/29/2023 23:55,0.0656,0,0.015,0,0.0162
12/29/2023 23:56,0.0652,0,0.0149,0,0.0156
12/29/2023 23:57,0.0651,0,0.0147,0,0.0154
12/29/2023 23:58,0.065,0,0.0145,0,0.0159
12/29/2023 23:59,0.065,0,0.0155,0,0.0156
12/30/2023 0:00,0.0648,0,0.0152,0,0.0157
12/30/2023 0:01,0.0647,0,0.0147,0,0.0151
12/30/2023 0:02,0.0646,0,0.015,0,0.0148
12/30/2023 0:03,0.0645,0,0.0148,0,0.0154
12/30/2023 0:04,0.0648,0,0.0142,0,0.0159
12/30/2023 0:05,0.0646,0,0.0148,0,0.0154
12/30/2023 0:06,0.0649,0,0.0153,0,0.0163
12/30/2023 0:07,0.0649,0,0.015,0,0.0157
12/30/2023 0:08,0.0649,0,0.015,0,0.0157
12/30/2023 0:09,0.0649,0,0.0147,0,0.0162
12/30/2023 0:10,0.0648,0,0.0147,0,0.0151
12/30/2023 0:11,0.0649,0,0.0149,0,0.0154
12/30/2023 0:12,0.0647,0,0.0158,0,0.0159
12/30/2023 0:13,0.0647,0,0.0155,0,0.016
12/30/2023 0:14,0.0646,0,0.0153,0,0.016
12/30/2023 0:15,0.0648,0,0.0151,0,0.0152
12/30/2023 0:16,0.0648,0,0.0156,0,0.0155
12/30/2023 0:17,0.0649,0,0.0156,0,0.016
12/30/2023 0:18,0.0651,0,0.0144,0,0.0152
12/30/2023 0:19,0.0651,0,0.0155,0,0.0157
12/30/2023 0:20,0.0651,0,0.015,0,0.0149
12/30/2023 0:21,0.0651,0,0.0143,0,0.0149
12/30/2023 0:22,0.0649,0,0.0147,0,0.0156
12/30/2023 0:23,0.065,0,0.015,0,0.0154
12/30/2023 0:24,0.0652,0,0.0145,0,0.0162
12/30/2023 0:25,0.0653,0,0.0147,0,0.0157
12/30/2023 0:26,0.0655,0,0.0147,0,0.0153
12/30/2023 0:27,0.0656,0,0.0147,0,0.0163
12/30/2023 0:28,0.0652,0,0.8648,0,0.0153
12/30/2023 0:29,0.0648,0,0.9423,0,0.0157
12/30/2023 0:30,0.065,0,0.955,0,0.0165
12/30/2023 0:31,0.0652,0,0.9533,0,0.0158
12/30/2023 0:32,0.065,0,0.9533,0,0.0155
12/30/2023 0:33,0.0652,0,0.9543,0,0.0161
12/30/2023 0:34,0.0645,0,0.6593,0,0.0157
12/30/2023 0:35,0.0645,0,0.0157,0,0.0162
12/30/2023 0:36,0.0645,0,0.0154,0,0.0154
